Date,NVDA
6/23/2020,9.417387962
6/24/2020,9.20362854
6/25/2020,9.457252502
6/26/2020,9.12340641
6/29/2020,9.168251991
6/30/2020,9.464971542
7/1/2020,9.497113228
7/2/2020,9.579081535
7/6/2020,9.805295944
7/7/2020,9.837684631
7/8/2020,10.18074512
7/9/2020,10.4727354
7/10/2020,10.44308662
7/13/2020,10.01756001
7/14/2020,10.34118652
7/15/2020,10.19195652
7/16/2020,10.09977531
7/17/2020,10.16629505
7/20/2020,10.47447872
7/21/2020,10.29285908
7/22/2020,10.40272713
7/23/2020,10.09479332
7/24/2020,10.15931797
7/27/2020,10.38553429
7/28/2020,10.18024826
7/29/2020,10.42938328
7/30/2020,10.5773735
7/31/2020,10.57812023
8/3/2020,10.97225475
8/4/2020,11.18900394
8/5/2020,11.24780178
8/6/2020,11.29638195
8/7/2020,11.16085339
8/10/2020,11.12646961
8/11/2020,10.81255722
8/12/2020,11.40077209
8/13/2020,11.40350914
8/14/2020,11.52409363
8/17/2020,12.29442787
8/18/2020,12.21843624
8/19/2020,12.09660912
8/20/2020,12.09910202
8/21/2020,12.6397295
8/24/2020,12.67635155
8/25/2020,12.70599937
8/26/2020,12.72892189
8/27/2020,12.58467007
8/28/2020,13.10237694
8/31/2020,13.32834625
9/1/2020,13.77742672
9/2/2020,14.30126953
9/3/2020,12.97446632
9/4/2020,12.58270454
9/8/2020,11.87544155
9/9/2020,12.67491245
9/10/2020,12.27293301
9/11/2020,12.12614918
9/14/2020,12.83166695
9/15/2020,12.95004177
9/16/2020,12.47504425
9/17/2020,12.42420483
9/18/2020,12.15081692
9/21/2020,12.47778702
9/22/2020,12.59790516
9/23/2020,12.08552837
9/24/2020,12.30906773
9/25/2020,12.83316326
9/28/2020,12.99390221
9/29/2020,13.18405056
9/30/2020,13.48784161
10/1/2020,13.57157803
10/2/2020,13.02106667
10/5/2020,13.59948826
10/6/2020,13.69319057
10/7/2020,13.91997337
10/8/2020,13.79512119
10/9/2020,13.71935749
10/12/2020,14.18114567
10/13/2020,14.20332718
10/14/2020,14.05081081
10/15/2020,13.92595387
10/16/2020,13.76795483
10/19/2020,13.45519352
10/20/2020,13.60247898
10/21/2020,13.48211098
10/22/2020,13.31887531
10/23/2020,13.5474062
10/26/2020,13.09982014
10/27/2020,13.35451412
10/28/2020,12.58719063
10/29/2020,12.98293877
10/30/2020,12.49448109
11/2/2020,12.5410862
11/3/2020,12.97844982
11/4/2020,13.75076294
11/5/2020,14.11535645
11/6/2020,14.51608849
11/9/2020,13.58777618
11/10/2020,12.72973919
11/11/2020,13.37569714
11/12/2020,13.41432285
11/13/2020,13.25507641
11/16/2020,13.47264099
11/17/2020,13.37993336
11/18/2020,13.38641262
11/19/2020,13.39787674
11/20/2020,13.04648876
11/23/2020,13.09857273
11/24/2020,12.91689777
11/25/2020,13.19302273
11/27/2020,13.21943951
11/30/2020,13.35924816
12/1/2020,13.347785
12/2/2020,13.50179958
12/3/2020,13.35771084
12/4/2020,13.51949883
12/7/2020,13.56785774
12/8/2020,13.31184292
12/9/2020,12.89379025
12/10/2020,12.93517208
12/11/2020,12.97605705
12/14/2020,13.27071095
12/15/2020,13.32231331
12/16/2020,13.20465183
12/17/2020,13.30311584
12/18/2020,13.2340641
12/21/2020,13.29414272
12/22/2020,13.24029827
12/23/2020,12.97206497
12/24/2020,12.95661163
12/28/2020,12.86312675
12/29/2020,12.90625381
12/30/2020,13.10817623
12/31/2020,13.0176878
1/4/2021,13.07601643
1/5/2021,13.36643505
1/6/2021,12.57844448
