Date,NVDA
6/14/2024,131.816452
6/17/2024,130.9168854
6/18/2024,135.5146484
6/20/2024,130.71698
6/21/2024,126.5089951
6/24/2024,118.0530701
6/25/2024,126.0292358
6/26/2024,126.3390884
6/27/2024,123.9302597
6/28/2024,123.4804764
7/1/2024,124.240097
7/2/2024,122.6108704
7/3/2024,128.2181702
7/5/2024,125.7693634
7/8/2024,128.1381989
7/9/2024,131.3166962
7/10/2024,134.844986
7/11/2024,127.3385925
7/12/2024,129.1777344
7/15/2024,128.3780975
7/16/2024,126.2991028
7/17/2024,117.933136
7/18/2024,121.0316315
7/19/2024,117.8731689
7/22/2024,123.4804764
7/23/2024,122.5309219
7/24/2024,114.1949463
7/25/2024,112.2258911
7/26/2024,113.0055008
7/29/2024,111.5362244
7/30/2024,103.6800079
7/31/2024,116.9636078
8/1/2024,109.1573639
8/2/2024,107.2182999
8/5/2024,100.4015884
8/6/2024,104.1997604
8/7/2024,98.86234283
8/8/2024,104.9194183
8/9/2024,104.6995163
8/12/2024,108.9674606
8/13/2024,116.0840225
8/14/2024,118.0231018
8/15/2024,122.8007965
8/16/2024,124.5199509
8/19/2024,129.9373779
8/20/2024,127.1886826
8/21/2024,128.4380646
8/22/2024,123.6803589
8/23/2024,129.3076324
8/26/2024,126.3990479
8/27/2024,128.2381744
8/28/2024,125.5494614
8/29/2024,117.5333252
8/30/2024,119.3124695
9/3/2024,107.9479523
9/4/2024,106.1588211
9/5/2024,107.1583405
9/6/2024,102.7804565
9/9/2024,106.4186935
9/10/2024,108.0478973
9/11/2024,116.8536682
9/12/2024,119.0927658
9/13/2024,119.0527802
9/16/2024,116.7337036
9/17/2024,115.5441742
9/18/2024,113.325058
9/19/2024,117.8232727
9/20/2024,115.9540176
9/23/2024,116.213913
9/24/2024,120.8220901
9/25/2024,123.4610367
9/26/2024,123.9908218
9/27/2024,121.3518753
9/30/2024,121.391861
10/1/2024,116.9536133
10/2/2024,118.802887
10/3/2024,122.8013
10/4/2024,124.8704758
10/7/2024,127.6693726
10/8/2024,132.8373108
10/9/2024,132.5974121
10/10/2024,134.7565613
10/11/2024,134.7465668
10/14/2024,138.015274
